Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2018-06-07,3,25,µg/mc
"Parco S. Chiara",PM10,2018-06-07,4,31,µg/mc
"Parco S. Chiara",PM10,2018-06-07,5,25,µg/mc
"Parco S. Chiara",PM10,2018-06-07,6,25,µg/mc
"Parco S. Chiara",PM10,2018-06-07,7,40,µg/mc
"Parco S. Chiara",PM10,2018-06-07,8,30,µg/mc
"Parco S. Chiara",PM10,2018-06-07,9,21,µg/mc
"Parco S. Chiara",PM10,2018-06-07,10,25,µg/mc
"Parco S. Chiara",PM10,2018-06-07,11,37,µg/mc
"Parco S. Chiara",PM10,2018-06-07,12,20,µg/mc
"Parco S. Chiara",PM10,2018-06-07,13,23,µg/mc
"Parco S. Chiara",PM10,2018-06-07,14,16,µg/mc
"Parco S. Chiara",PM10,2018-06-07,15,10,µg/mc
"Parco S. Chiara",PM10,2018-06-07,16,7,µg/mc
"Parco S. Chiara",PM10,2018-06-07,17,8,µg/mc
"Parco S. Chiara",PM10,2018-06-07,18,10,µg/mc
"Parco S. Chiara",PM10,2018-06-07,19,14,µg/mc
"Parco S. Chiara",PM10,2018-06-07,20,17,µg/mc
"Parco S. Chiara",PM10,2018-06-07,21,11,µg/mc
"Parco S. Chiara",PM10,2018-06-07,22,9,µg/mc
"Parco S. Chiara",PM10,2018-06-07,23,10,µg/mc
"Parco S. Chiara",PM10,2018-06-07,24,15,µg/mc
"Parco S. Chiara",PM10,2018-06-08,1,15,µg/mc
"Parco S. Chiara",PM10,2018-06-08,2,13,µg/mc
"Parco S. Chiara",PM10,2018-06-08,3,12,µg/mc
"Parco S. Chiara",PM10,2018-06-08,4,12,µg/mc
"Parco S. Chiara",PM10,2018-06-08,5,13,µg/mc
"Parco S. Chiara",PM10,2018-06-08,6,15,µg/mc
"Parco S. Chiara",PM10,2018-06-08,7,19,µg/mc
"Parco S. Chiara",PM10,2018-06-08,8,16,µg/mc
"Parco S. Chiara",PM10,2018-06-08,9,11,µg/mc
"Parco S. Chiara",PM10,2018-06-08,10,10,µg/mc
"Parco S. Chiara",PM10,2018-06-08,11,6,µg/mc
"Parco S. Chiara",PM10,2018-06-08,12,7,µg/mc
"Parco S. Chiara",PM10,2018-06-08,13,6,µg/mc
"Parco S. Chiara",PM10,2018-06-08,14,5,µg/mc
"Parco S. Chiara",PM10,2018-06-08,15,3,µg/mc
"Parco S. Chiara",PM10,2018-06-08,16,3,µg/mc
"Parco S. Chiara",PM10,2018-06-08,17,4,µg/mc
"Parco S. Chiara",PM10,2018-06-08,18,6,µg/mc
"Parco S. Chiara",PM10,2018-06-08,19,10,µg/mc
"Parco S. Chiara",PM10,2018-06-08,20,17,µg/mc
"Parco S. Chiara",PM10,2018-06-08,21,16,µg/mc
"Parco S. Chiara",PM10,2018-06-08,22,15,µg/mc
"Parco S. Chiara",PM10,2018-06-08,23,15,µg/mc
"Parco S. Chiara",PM10,2018-06-08,24,12,µg/mc
"Parco S. Chiara",PM10,2018-06-09,1,13,µg/mc
"Parco S. Chiara",PM10,2018-06-09,2,17,µg/mc
"Parco S. Chiara",PM10,2018-06-09,3,20,µg/mc
"Parco S. Chiara",PM10,2018-06-09,4,20,µg/mc
"Parco S. Chiara",PM10,2018-06-09,5,20,µg/mc
"Parco S. Chiara",PM10,2018-06-09,6,17,µg/mc
"Parco S. Chiara",PM10,2018-06-09,7,15,µg/mc
"Parco S. Chiara",PM10,2018-06-09,8,12,µg/mc
"Parco S. Chiara",PM10,2018-06-09,9,11,µg/mc
"Parco S. Chiara",PM10,2018-06-09,10,9,µg/mc
"Parco S. Chiara",PM10,2018-06-09,11,8,µg/mc
"Parco S. Chiara",PM10,2018-06-09,12,9,µg/mc
"Parco S. Chiara",PM10,2018-06-09,13,6,µg/mc
"Parco S. Chiara",PM10,2018-06-09,14,4,µg/mc
"Parco S. Chiara",PM10,2018-06-09,15,3,µg/mc
"Parco S. Chiara",PM10,2018-06-09,16,3,µg/mc
"Parco S. Chiara",PM10,2018-06-09,17,7,µg/mc
"Parco S. Chiara",PM10,2018-06-09,18,13,µg/mc
"Parco S. Chiara",PM10,2018-06-09,19,18,µg/mc
"Parco S. Chiara",PM10,2018-06-09,20,23,µg/mc
"Parco S. Chiara",PM10,2018-06-09,21,25,µg/mc
"Parco S. Chiara",PM10,2018-06-09,22,28,µg/mc
"Parco S. Chiara",PM10,2018-06-09,23,25,µg/mc
"Parco S. Chiara",PM10,2018-06-09,24,24,µg/mc
"Parco S. Chiara",PM10,2018-06-10,1,27,µg/mc
"Parco S. Chiara",PM10,2018-06-10,2,26,µg/mc
"Parco S. Chiara",PM10,2018-06-10,3,25,µg/mc
"Parco S. Chiara",PM10,2018-06-10,4,25,µg/mc
"Parco S. Chiara",PM10,2018-06-10,5,25,µg/mc
"Parco S. Chiara",PM10,2018-06-10,6,24,µg/mc
"Parco S. Chiara",PM10,2018-06-10,7,20,µg/mc
"Parco S. Chiara",PM10,2018-06-10,8,17,µg/mc
"Parco S. Chiara",PM10,2018-06-10,9,19,µg/mc
"Parco S. Chiara",PM10,2018-06-10,10,14,µg/mc
"Parco S. Chiara",PM10,2018-06-10,11,9,µg/mc
"Parco S. Chiara",PM10,2018-06-10,12,8,µg/mc
"Parco S. Chiara",PM10,2018-06-10,13,7,µg/mc
"Parco S. Chiara",PM10,2018-06-10,14,6,µg/mc
"Parco S. Chiara",PM10,2018-06-10,15,9,µg/mc
"Parco S. Chiara",PM10,2018-06-10,16,12,µg/mc
"Parco S. Chiara",PM10,2018-06-10,17,15,µg/mc
"Parco S. Chiara",PM10,2018-06-10,18,12,µg/mc
"Parco S. Chiara",PM10,2018-06-10,19,13,µg/mc
"Parco S. Chiara",PM10,2018-06-10,20,22,µg/mc
"Parco S. Chiara",PM10,2018-06-10,21,30,µg/mc
"Parco S. Chiara",PM10,2018-06-10,22,23,µg/mc
"Parco S. Chiara",PM10,2018-06-10,23,20,µg/mc
"Parco S. Chiara",PM10,2018-06-10,24,19,µg/mc
"Parco S. Chiara",PM10,2018-06-11,1,21,µg/mc
"Parco S. Chiara",PM10,2018-06-11,2,24,µg/mc
"Parco S. Chiara",PM10,2018-06-11,3,28,µg/mc
"Parco S. Chiara",PM10,2018-06-11,4,32,µg/mc
"Parco S. Chiara",PM10,2018-06-11,5,26,µg/mc
"Parco S. Chiara",PM10,2018-06-11,6,19,µg/mc
"Parco S. Chiara",PM10,2018-06-11,7,20,µg/mc
"Parco S. Chiara",PM10,2018-06-11,8,20,µg/mc
"Parco S. Chiara",PM10,2018-06-11,9,25,µg/mc
"Parco S. Chiara",PM10,2018-06-11,10,22,µg/mc
"Parco S. Chiara",PM10,2018-06-11,11,18,µg/mc
"Parco S. Chiara",PM10,2018-06-11,12,16,µg/mc
"Parco S. Chiara",PM10,2018-06-11,13,11,µg/mc
"Parco S. Chiara",PM10,2018-06-11,14,9,µg/mc
"Parco S. Chiara",PM10,2018-06-11,15,11,µg/mc
"Parco S. Chiara",PM10,2018-06-11,16,15,µg/mc
"Parco S. Chiara",PM10,2018-06-11,17,21,µg/mc
"Parco S. Chiara",PM10,2018-06-11,18,25,µg/mc
"Parco S. Chiara",PM10,2018-06-11,19,28,µg/mc
"Parco S. Chiara",PM10,2018-06-11,20,34,µg/mc
"Parco S. Chiara",PM10,2018-06-11,21,42,µg/mc
"Parco S. Chiara",PM10,2018-06-11,22,43,µg/mc
"Parco S. Chiara",PM10,2018-06-11,23,35,µg/mc
"Parco S. Chiara",PM10,2018-06-11,24,27,µg/mc
"Parco S. Chiara",PM10,2018-06-12,1,25,µg/mc
"Parco S. Chiara",PM10,2018-06-12,2,26,µg/mc
"Parco S. Chiara",PM10,2018-06-12,3,23,µg/mc
"Parco S. Chiara",PM10,2018-06-12,4,22,µg/mc
"Parco S. Chiara",PM10,2018-06-12,5,23,µg/mc
"Parco S. Chiara",PM10,2018-06-12,6,29,µg/mc
"Parco S. Chiara",PM10,2018-06-12,7,31,µg/mc
"Parco S. Chiara",PM10,2018-06-12,8,28,µg/mc
"Parco S. Chiara",PM10,2018-06-12,9,28,µg/mc
"Parco S. Chiara",PM10,2018-06-12,10,30,µg/mc
"Parco S. Chiara",PM10,2018-06-12,11,30,µg/mc
"Parco S. Chiara",PM10,2018-06-12,12,25,µg/mc
"Parco S. Chiara",PM10,2018-06-12,13,23,µg/mc
"Parco S. Chiara",PM10,2018-06-12,14,17,µg/mc
"Parco S. Chiara",PM10,2018-06-12,15,14,µg/mc
"Parco S. Chiara",PM10,2018-06-12,16,18,µg/mc
"Parco S. Chiara",PM10,2018-06-12,17,21,µg/mc
"Parco S. Chiara",PM10,2018-06-12,18,21,µg/mc
"Parco S. Chiara",PM10,2018-06-12,19,18,µg/mc
"Parco S. Chiara",PM10,2018-06-12,20,17,µg/mc
"Parco S. Chiara",PM10,2018-06-12,21,18,µg/mc
"Parco S. Chiara",PM10,2018-06-12,22,17,µg/mc
"Parco S. Chiara",PM10,2018-06-12,23,14,µg/mc
"Parco S. Chiara",PM10,2018-06-12,24,12,µg/mc
"Parco S. Chiara",PM10,2018-06-13,1,14,µg/mc
"Parco S. Chiara",PM10,2018-06-13,2,14,µg/mc
"Parco S. Chiara",PM10,2018-06-13,3,16,µg/mc
"Parco S. Chiara",PM10,2018-06-13,4,18,µg/mc
"Parco S. Chiara",PM10,2018-06-13,5,18,µg/mc
"Parco S. Chiara",PM10,2018-06-13,6,18,µg/mc
"Parco S. Chiara",PM10,2018-06-13,7,16,µg/mc
"Parco S. Chiara",PM10,2018-06-13,8,15,µg/mc
"Parco S. Chiara",PM10,2018-06-13,9,16,µg/mc
"Parco S. Chiara",PM10,2018-06-13,10,14,µg/mc
"Parco S. Chiara",PM10,2018-06-13,11,12,µg/mc
"Parco S. Chiara",PM10,2018-06-13,12,11,µg/mc
"Parco S. Chiara",PM10,2018-06-13,13,8,µg/mc
"Parco S. Chiara",PM10,2018-06-13,14,6,µg/mc
"Parco S. Chiara",PM10,2018-06-13,15,5,µg/mc
"Parco S. Chiara",PM10,2018-06-13,16,7,µg/mc
"Parco S. Chiara",PM10,2018-06-13,17,8,µg/mc
"Parco S. Chiara",PM10,2018-06-13,18,10,µg/mc
"Parco S. Chiara",PM10,2018-06-13,19,6,µg/mc
"Parco S. Chiara",PM10,2018-06-13,20,6,µg/mc
"Parco S. Chiara",PM10,2018-06-13,21,7,µg/mc
"Parco S. Chiara",PM10,2018-06-13,22,7,µg/mc
"Parco S. Chiara",PM10,2018-06-13,23,5,µg/mc
"Parco S. Chiara",PM10,2018-06-13,24,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,1,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,2,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,3,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,4,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,5,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,6,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,7,3,µg/mc
"Parco S. Chiara",PM10,2018-06-14,8,3,µg/mc
"Parco S. Chiara",PM10,2018-06-14,9,3,µg/mc
"Parco S. Chiara",PM10,2018-06-14,10,3,µg/mc
"Parco S. Chiara",PM10,2018-06-14,11,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,12,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,13,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,14,2,µg/mc
"Parco S. Chiara",PM10,2018-06-14,15,1,µg/mc
"Parco S. Chiara",PM10,2018-06-14,16,1,µg/mc
"Parco S. Chiara",PM10,2018-06-14,17,1,µg/mc
"Parco S. Chiara",PM10,2018-06-14,18,1,µg/mc
"Parco S. Chiara",PM10,2018-06-14,19,6,µg/mc
"Parco S. Chiara",PM10,2018-06-14,20,12,µg/mc
"Parco S. Chiara",PM10,2018-06-14,21,11,µg/mc
"Parco S. Chiara",PM10,2018-06-14,22,12,µg/mc
"Parco S. Chiara",PM10,2018-06-14,23,15,µg/mc
"Parco S. Chiara",PM10,2018-06-14,24,15,µg/mc
"Parco S. Chiara",PM10,2018-06-15,1,16,µg/mc
"Parco S. Chiara",PM10,2018-06-15,2,17,µg/mc
"Parco S. Chiara",PM10,2018-06-15,3,16,µg/mc
"Parco S. Chiara",PM10,2018-06-15,4,14,µg/mc
"Parco S. Chiara",PM10,2018-06-15,5,13,µg/mc
"Parco S. Chiara",PM10,2018-06-15,6,12,µg/mc
"Parco S. Chiara",PM10,2018-06-15,7,10,µg/mc
"Parco S. Chiara",PM10,2018-06-15,8,9,µg/mc
"Parco S. Chiara",PM10,2018-06-15,9,8,µg/mc
"Parco S. Chiara",PM10,2018-06-15,10,5,µg/mc
"Parco S. Chiara",PM10,2018-06-15,11,3,µg/mc
"Parco S. Chiara",PM10,2018-06-15,12,2,µg/mc
"Parco S. Chiara",PM10,2018-06-15,13,2,µg/mc
"Parco S. Chiara",PM10,2018-06-15,14,2,µg/mc
"Parco S. Chiara",PM10,2018-06-15,15,1,µg/mc
"Parco S. Chiara",PM10,2018-06-15,16,2,µg/mc
"Parco S. Chiara",PM10,2018-06-15,17,7,µg/mc
"Parco S. Chiara",PM10,2018-06-15,18,17,µg/mc
"Parco S. Chiara",PM10,2018-06-15,19,24,µg/mc
"Parco S. Chiara",PM10,2018-06-15,20,26,µg/mc
"Parco S. Chiara",PM10,2018-06-15,21,26,µg/mc
"Parco S. Chiara",PM10,2018-06-15,22,26,µg/mc
"Parco S. Chiara",PM10,2018-06-15,23,23,µg/mc
"Parco S. Chiara",PM10,2018-06-15,24,22,µg/mc
"Parco S. Chiara",PM10,2018-06-16,1,21,µg/mc
"Parco S. Chiara",PM10,2018-06-16,2,22,µg/mc
"Parco S. Chiara",PM10,2018-06-16,3,20,µg/mc
"Parco S. Chiara",PM10,2018-06-16,4,18,µg/mc
"Parco S. Chiara",PM10,2018-06-16,5,19,µg/mc
"Parco S. Chiara",PM10,2018-06-16,6,20,µg/mc
"Parco S. Chiara",PM10,2018-06-16,7,20,µg/mc
"Parco S. Chiara",PM10,2018-06-16,8,19,µg/mc
"Parco S. Chiara",PM10,2018-06-16,9,15,µg/mc
"Parco S. Chiara",PM10,2018-06-16,10,10,µg/mc
"Parco S. Chiara",PM10,2018-06-16,11,8,µg/mc
"Parco S. Chiara",PM10,2018-06-16,12,5,µg/mc
"Parco S. Chiara",PM10,2018-06-16,13,3,µg/mc
"Parco S. Chiara",PM10,2018-06-16,14,2,µg/mc
"Parco S. Chiara",PM10,2018-06-16,15,2,µg/mc
"Parco S. Chiara",PM10,2018-06-16,16,3,µg/mc
"Parco S. Chiara",PM10,2018-06-16,17,6,µg/mc
"Parco S. Chiara",PM10,2018-06-16,18,11,µg/mc
"Parco S. Chiara",PM10,2018-06-16,19,21,µg/mc
"Parco S. Chiara",PM10,2018-06-16,20,36,µg/mc
"Parco S. Chiara",PM10,2018-06-16,21,31,µg/mc
"Parco S. Chiara",PM10,2018-06-16,22,31,µg/mc
"Parco S. Chiara",PM10,2018-06-16,23,44,µg/mc
"Parco S. Chiara",PM10,2018-06-16,24,34,µg/mc
"Parco S. Chiara",PM10,2018-06-17,1,31,µg/mc
"Parco S. Chiara",PM10,2018-06-17,2,28,µg/mc
"Parco S. Chiara",PM10,2018-06-17,3,26,µg/mc
"Parco S. Chiara",PM10,2018-06-17,4,23,µg/mc
"Parco S. Chiara",PM10,2018-06-17,5,22,µg/mc
"Parco S. Chiara",PM10,2018-06-17,6,22,µg/mc
"Parco S. Chiara",PM10,2018-06-17,7,22,µg/mc
"Parco S. Chiara",PM10,2018-06-17,8,20,µg/mc
"Parco S. Chiara",PM10,2018-06-17,9,20,µg/mc
"Parco S. Chiara",PM10,2018-06-17,10,14,µg/mc
"Parco S. Chiara",PM10,2018-06-17,11,8,µg/mc
"Parco S. Chiara",PM10,2018-06-17,12,5,µg/mc
"Parco S. Chiara",PM10,2018-06-17,13,2,µg/mc
"Parco S. Chiara",PM10,2018-06-17,14,2,µg/mc
"Parco S. Chiara",PM10,2018-06-17,15,1,µg/mc
"Parco S. Chiara",PM10,2018-06-17,16,2,µg/mc
"Parco S. Chiara",PM10,2018-06-17,17,6,µg/mc
"Parco S. Chiara",PM10,2018-06-17,18,11,µg/mc
"Parco S. Chiara",PM10,2018-06-17,19,18,µg/mc
"Parco S. Chiara",PM10,2018-06-17,20,26,µg/mc
"Parco S. Chiara",PM10,2018-06-17,21,29,µg/mc
"Parco S. Chiara",PM10,2018-06-17,22,31,µg/mc
"Parco S. Chiara",PM10,2018-06-17,23,32,µg/mc
"Parco S. Chiara",PM10,2018-06-17,24,31,µg/mc
"Parco S. Chiara",PM10,2018-06-18,1,29,µg/mc
"Parco S. Chiara",PM10,2018-06-18,2,29,µg/mc
"Parco S. Chiara",PM10,2018-06-18,3,31,µg/mc
"Parco S. Chiara",PM10,2018-06-18,4,43,µg/mc
"Parco S. Chiara",PM10,2018-06-18,5,32,µg/mc
"Parco S. Chiara",PM10,2018-06-18,6,19,µg/mc
"Parco S. Chiara",PM10,2018-06-18,7,15,µg/mc
"Parco S. Chiara",PM10,2018-06-18,8,18,µg/mc
"Parco S. Chiara",PM10,2018-06-18,9,19,µg/mc
"Parco S. Chiara",PM10,2018-06-18,10,15,µg/mc
"Parco S. Chiara",PM10,2018-06-18,11,9,µg/mc
"Parco S. Chiara",PM10,2018-06-18,12,5,µg/mc
"Parco S. Chiara",PM10,2018-06-18,13,2,µg/mc
"Parco S. Chiara",PM10,2018-06-18,14,1,µg/mc
"Parco S. Chiara",PM10,2018-06-18,15,1,µg/mc
"Parco S. Chiara",PM10,2018-06-18,16,2,µg/mc
"Parco S. Chiara",PM10,2018-06-18,17,3,µg/mc
"Parco S. Chiara",PM10,2018-06-18,18,4,µg/mc
"Parco S. Chiara",PM10,2018-06-18,19,9,µg/mc
"Parco S. Chiara",PM10,2018-06-18,20,17,µg/mc
"Parco S. Chiara",PM10,2018-06-18,21,25,µg/mc
"Parco S. Chiara",PM10,2018-06-18,22,26,µg/mc
"Parco S. Chiara",PM10,2018-06-18,23,26,µg/mc
"Parco S. Chiara",PM10,2018-06-18,24,22,µg/mc
"Parco S. Chiara",PM10,2018-06-19,1,18,µg/mc
"Parco S. Chiara",PM10,2018-06-19,2,16,µg/mc
"Parco S. Chiara",PM10,2018-06-19,3,13,µg/mc
"Parco S. Chiara",PM10,2018-06-19,4,10,µg/mc
"Parco S. Chiara",PM10,2018-06-19,5,10,µg/mc
"Parco S. Chiara",PM10,2018-06-19,6,9,µg/mc
"Parco S. Chiara",PM10,2018-06-19,7,8,µg/mc
"Parco S. Chiara",PM10,2018-06-19,8,7,µg/mc
"Parco S. Chiara",PM10,2018-06-19,9,8,µg/mc
"Parco S. Chiara",PM10,2018-06-19,10,6,µg/mc
"Parco S. Chiara",PM10,2018-06-19,11,3,µg/mc
"Parco S. Chiara",PM10,2018-06-19,12,2,µg/mc
"Parco S. Chiara",PM10,2018-06-19,13,1,µg/mc
"Parco S. Chiara",PM10,2018-06-19,14,1,µg/mc
"Parco S. Chiara",PM10,2018-06-19,15,1,µg/mc
"Parco S. Chiara",PM10,2018-06-19,16,1,µg/mc
"Parco S. Chiara",PM10,2018-06-19,17,4,µg/mc
"Parco S. Chiara",PM10,2018-06-19,18,11,µg/mc
"Parco S. Chiara",PM10,2018-06-19,19,20,µg/mc
"Parco S. Chiara",PM10,2018-06-19,20,31,µg/mc
"Parco S. Chiara",PM10,2018-06-19,21,37,µg/mc
"Parco S. Chiara",PM10,2018-06-19,22,36,µg/mc
"Parco S. Chiara",PM10,2018-06-19,23,36,µg/mc
"Parco S. Chiara",PM10,2018-06-19,24,35,µg/mc
"Parco S. Chiara",PM10,2018-06-20,1,31,µg/mc
"Parco S. Chiara",PM10,2018-06-20,2,32,µg/mc
"Parco S. Chiara",PM10,2018-06-20,3,29,µg/mc
"Parco S. Chiara",PM10,2018-06-20,4,28,µg/mc
"Parco S. Chiara",PM10,2018-06-20,5,27,µg/mc
"Parco S. Chiara",PM10,2018-06-20,6,26,µg/mc
"Parco S. Chiara",PM10,2018-06-20,7,26,µg/mc
"Parco S. Chiara",PM10,2018-06-20,8,25,µg/mc
"Parco S. Chiara",PM10,2018-06-20,9,22,µg/mc
"Parco S. Chiara",PM10,2018-06-20,10,14,µg/mc
"Parco S. Chiara",PM10,2018-06-20,11,8,µg/mc
"Parco S. Chiara",PM10,2018-06-20,12,5,µg/mc
"Parco S. Chiara",PM10,2018-06-20,13,4,µg/mc
"Parco S. Chiara",PM10,2018-06-20,14,4,µg/mc
"Parco S. Chiara",PM10,2018-06-20,15,6,µg/mc
"Parco S. Chiara",PM10,2018-06-20,16,7,µg/mc
"Parco S. Chiara",PM10,2018-06-20,17,7,µg/mc
"Parco S. Chiara",PM10,2018-06-20,18,10,µg/mc
"Parco S. Chiara",PM10,2018-06-20,19,15,µg/mc
"Parco S. Chiara",PM10,2018-06-20,20,23,µg/mc
"Parco S. Chiara",PM10,2018-06-20,21,29,µg/mc
"Parco S. Chiara",PM10,2018-06-20,22,28,µg/mc
"Parco S. Chiara",PM10,2018-06-20,23,33,µg/mc
"Parco S. Chiara",PM10,2018-06-20,24,34,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,1,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,2,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,3,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,4,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,5,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,6,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,7,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,8,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,9,7,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,10,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,11,4,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,12,3,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,13,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,14,6,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,15,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,16,6,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,17,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,18,6,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,19,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,20,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,21,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,22,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,23,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-20,24,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,1,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,2,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,3,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,4,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,5,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,6,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,7,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,8,7,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,9,6,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,10,4,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,11,3,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,12,2,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,13,3,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,14,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,15,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,16,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,17,4,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,18,4,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,19,7,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,20,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,21,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,22,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,23,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-21,24,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,1,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,2,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,3,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,4,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,5,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,6,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,7,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,8,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,9,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,10,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,11,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,12,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,13,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,14,13,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,15,13,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,16,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,17,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,18,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,19,13,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,20,14,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,21,14,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,22,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,23,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-22,24,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,1,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,2,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,3,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,4,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,5,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,6,12,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,7,13,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,8,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,9,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,10,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,11,5,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,12,7,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,13,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,14,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,15,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,16,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,17,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,18,8,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,19,7,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,20,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,21,11,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,22,10,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,23,9,µg/mc
"Parco S. Chiara",PM2.5,2018-05-23,24,9,µg/mc
