Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Borgo Valsugana","Biossido di Azoto",2018-06-10,17,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,18,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,19,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,20,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,21,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,22,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,23,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-10,24,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,1,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,2,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,3,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,4,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,5,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,6,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,7,24,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,8,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,9,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,10,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,11,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,12,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,13,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,14,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,15,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,16,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,17,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,18,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,19,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,20,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,21,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,22,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,23,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-11,24,5,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,1,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,2,5,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,3,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,4,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,5,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,6,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,7,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,8,24,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,9,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,10,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,11,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,12,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,13,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,14,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,15,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,16,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,17,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,18,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,19,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,20,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,21,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,22,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,23,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-12,24,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,1,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,2,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,3,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,4,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,5,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,6,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,7,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,8,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,9,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,10,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,11,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,12,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,13,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,14,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,15,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,16,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,17,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,18,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,19,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,20,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,21,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,22,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,23,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-13,24,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,1,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,2,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,3,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,4,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,5,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,6,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,7,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,8,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,9,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,10,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,11,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,12,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,13,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,14,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,15,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,16,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,17,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,18,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,19,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,20,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,21,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,22,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,23,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-14,24,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,1,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,2,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,3,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,4,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,5,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,6,23,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,7,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,8,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,9,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,10,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,11,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,12,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,13,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,17,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,18,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,19,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,20,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,21,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,22,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,23,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-15,24,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,1,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,2,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,3,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,4,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,5,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,6,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,7,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,8,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,9,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,10,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,11,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,12,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,13,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,14,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,15,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,16,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,17,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,18,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,19,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,20,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,21,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,22,19,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,23,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-16,24,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,1,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,2,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,3,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,4,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,5,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,6,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,7,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,8,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,9,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,10,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,11,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,12,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,13,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,14,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,15,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,16,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,17,6,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,18,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,19,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,20,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,21,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,22,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,23,17,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-17,24,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,1,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,2,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,3,4,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,4,5,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,5,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,6,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,7,23,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,8,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,9,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,10,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,11,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,12,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,13,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,14,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,15,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,16,25,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,17,24,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,18,29,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,19,32,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,20,25,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,21,27,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,22,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,23,18,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-18,24,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,1,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,2,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,3,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,4,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,5,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,6,19,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,7,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,8,15,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,9,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,10,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,11,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,12,9,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,13,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,14,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,15,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,16,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,17,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,18,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,19,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,20,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,21,19,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,22,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,23,20,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-19,24,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,1,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,2,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,3,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,4,13,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,5,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,6,34,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,7,30,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,8,31,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,9,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,10,22,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,11,4,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,12,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,13,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,14,7,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,15,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,16,12,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,17,19,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,18,11,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,19,8,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,20,16,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,21,21,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,22,14,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,23,10,µg/mc
"Borgo Valsugana","Biossido di Azoto",2018-06-20,24,8,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,1,18,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,2,15,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,3,15,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,4,15,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,5,10,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,6,11,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,7,14,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,8,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,9,47,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,10,51,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,11,66,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,12,78,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,13,69,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,14,84,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,15,101,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,16,96,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,17,67,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,18,77,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,19,65,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,20,50,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,21,44,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,22,47,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,23,60,µg/mc
"Borgo Valsugana",Ozono,2018-05-20,24,61,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,1,56,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,2,53,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,3,53,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,4,54,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,5,45,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,6,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,7,36,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,8,50,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,9,64,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,10,77,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,11,83,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,12,86,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,13,70,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,14,84,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,15,101,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,16,105,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,17,81,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,18,72,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,19,80,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,20,78,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,21,57,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,22,48,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,23,35,µg/mc
"Borgo Valsugana",Ozono,2018-05-21,24,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,1,27,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,2,26,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,3,32,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,4,26,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,5,18,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,6,7,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,7,9,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,8,9,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,9,29,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,10,23,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,11,26,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,12,40,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,13,43,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,14,45,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,15,46,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,16,40,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,17,38,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,18,48,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,19,76,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,20,67,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,21,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,22,29,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,23,24,µg/mc
"Borgo Valsugana",Ozono,2018-05-22,24,26,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,1,23,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,2,23,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,3,24,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,4,20,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,5,12,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,6,9,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,7,12,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,8,32,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,9,52,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,10,52,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,11,68,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,12,76,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,13,79,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,14,92,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,15,90,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,16,73,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,17,71,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,18,70,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,19,70,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,20,51,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,21,35,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,22,30,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,23,32,µg/mc
"Borgo Valsugana",Ozono,2018-05-23,24,35,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,1,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,2,28,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,3,24,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,4,28,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,5,25,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,6,21,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,7,14,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,8,19,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,9,22,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,10,31,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,11,48,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,12,61,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,13,46,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,14,50,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,15,40,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,16,48,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,17,44,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,18,28,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,19,25,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,20,21,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,21,17,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,22,9,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,23,11,µg/mc
"Borgo Valsugana",Ozono,2018-05-24,24,7,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,1,5,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,2,4,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,3,3,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,4,3,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,5,2,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,6,3,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,7,5,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,8,12,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,9,28,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,10,46,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,11,62,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,12,70,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,13,75,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,14,84,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,15,89,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,16,95,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,17,93,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,18,59,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,19,53,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,20,29,µg/mc
"Borgo Valsugana",Ozono,2018-05-25,21,36,µg/mc
