Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Via Bolzano","Ossido di Carbonio",2019-02-22,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,20,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,21,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,23,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-22,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,1,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,2,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,3,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,19,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,22,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,23,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-23,24,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,2,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,5,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,6,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,7,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,9,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,19,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,22,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,23,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-24,24,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,18,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,19,1.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,20,1.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,21,1.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,22,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,23,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-25,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,7,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,8,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,9,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,10,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,18,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,19,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,20,1.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,21,1.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,22,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,23,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-26,24,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,4,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,8,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,9,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,20,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,21,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,22,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,23,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-27,24,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,8,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,19,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,20,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,21,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,22,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,23,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-02-28,24,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,1,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,2,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,4,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,5,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,6,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,7,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,8,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,9,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,10,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,11,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,17,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,18,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,19,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,20,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,21,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,22,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,23,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-01,24,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,1,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,2,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,3,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,4,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,5,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,6,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,9,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,17,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,18,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,20,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,22,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,23,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-02,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,8,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,9,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,10,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,11,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,12,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,13,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,14,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,15,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,19,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,20,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,21,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,22,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,23,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-03,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,7,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,8,1.1,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,9,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,20,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,21,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-04,24,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,4,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,7,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,8,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,10,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,12,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,13,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,16,0.3,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,18,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,19,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,20,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,21,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,22,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,23,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-05,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,1,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,3,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,6,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,9,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,11,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,14,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,15,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,16,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,17,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,19,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,20,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,21,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,22,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,23,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-06,24,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,1,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,2,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,3,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,4,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,5,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,6,0.4,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,7,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,8,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,9,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,10,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,11,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,12,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,13,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,14,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,15,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,16,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,17,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,18,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,19,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,20,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,21,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,22,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,23,1.0,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-07,24,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,2,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,3,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,4,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,5,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,6,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,7,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,8,1.2,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,9,0.9,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,10,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,11,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,12,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,16,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,17,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,18,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,19,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,20,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,21,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,22,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,23,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-08,24,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,1,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,2,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,3,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,4,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,5,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,6,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,7,0.6,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,8,0.7,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,9,0.8,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,10,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,11,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,12,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,13,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,14,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,15,0.5,mg/mc
"Via Bolzano","Ossido di Carbonio",2019-03-09,16,0.5,mg/mc
