Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Piana Rotaliana","Biossido di Azoto",2019-04-08,11,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,12,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,13,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,14,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,15,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,16,33,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,17,40,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,18,36,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,19,48,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,20,64,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,21,67,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,22,65,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,23,57,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-08,24,53,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,1,49,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,2,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,3,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,4,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,5,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,6,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,7,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,8,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,9,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,10,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,11,31,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,12,39,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,13,43,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,14,32,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,15,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,16,33,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,17,32,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,18,44,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,19,50,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,20,56,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,21,26,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,22,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,23,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-09,24,40,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,1,32,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,2,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,3,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,4,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,5,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,6,33,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,7,36,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,8,38,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,9,31,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,10,26,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,11,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,12,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,13,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,14,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,15,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,16,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,17,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,18,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,19,30,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,20,30,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,21,46,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,22,35,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,23,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-10,24,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,1,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,2,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,3,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,4,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,5,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,6,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,7,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,8,34,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,9,46,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,10,52,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,11,36,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,12,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,13,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,14,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,15,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,16,25,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,17,35,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,18,52,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,19,52,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,20,68,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,21,65,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,22,61,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,23,57,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-11,24,53,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,1,48,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,2,41,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,3,33,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,4,37,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,5,40,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,6,35,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,7,33,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,8,36,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,9,35,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,10,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,11,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,12,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,13,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,14,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,15,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,16,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,17,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,18,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,19,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,20,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,21,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,22,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,23,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-12,24,26,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,1,23,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,2,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,3,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,4,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,5,28,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,6,34,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,7,38,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,8,29,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,9,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,10,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,11,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,12,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,13,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,14,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,15,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,16,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,17,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,18,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,19,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,20,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,21,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,22,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,23,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-13,24,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,1,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,2,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,3,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,4,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,5,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,6,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,7,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,8,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,9,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,10,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,11,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,12,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,13,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,14,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,15,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,16,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,17,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,18,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,19,23,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,20,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,21,34,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,22,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,23,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-14,24,30,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,1,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,2,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,3,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,4,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,5,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,6,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,7,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,8,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,9,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,10,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,11,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,12,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,13,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,14,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,15,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,16,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,17,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,18,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,19,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,20,25,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,21,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,22,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,23,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-15,24,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,1,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,2,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,3,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,4,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,5,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,6,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,7,25,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,8,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,9,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,10,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,13,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,14,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,15,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,16,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,17,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,18,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,19,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,20,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,21,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,22,25,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,23,27,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-16,24,23,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,1,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,2,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,3,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,4,7,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,5,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,6,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,7,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,8,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,9,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,10,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,11,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,12,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,13,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,14,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,15,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,16,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,17,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,18,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,19,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,20,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,21,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,22,30,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,23,22,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-17,24,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,1,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,2,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,3,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,4,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,5,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,6,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,7,32,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,8,26,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,9,23,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,10,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,11,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,12,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,13,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,14,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,15,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,16,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,17,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,18,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,19,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,20,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,21,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,22,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,23,25,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-18,24,20,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,1,29,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,2,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,3,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,4,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,5,14,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,6,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,7,21,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,8,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,9,24,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,10,19,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,11,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,12,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,13,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,14,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,15,8,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,16,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,17,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,18,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,19,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,20,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,21,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,22,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,23,18,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-19,24,17,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,1,16,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,2,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,3,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,4,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,5,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,6,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,7,9,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,8,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,9,11,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,10,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,11,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,12,12,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,13,10,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,14,7,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,15,7,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,16,7,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,17,7,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,18,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,19,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,20,13,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,21,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,22,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,23,15,µg/mc
"Piana Rotaliana","Biossido di Azoto",2019-04-20,24,12,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,1,18,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,2,11,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,3,15,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,4,16,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,5,19,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,6,17,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,7,14,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,8,10,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,9,6,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,10,7,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,11,5,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,12,4,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,13,6,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,14,5,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,15,6,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,16,4,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,17,3,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,18,2,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,19,2,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,20,2,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,21,2,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,22,2,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,23,4,µg/mc
"Piana Rotaliana",Ozono,2019-02-10,24,5,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,1,5,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,2,8,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,3,6,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,4,13,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,5,4,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,6,22,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,7,40,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,8,35,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,9,37,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,10,40,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,11,41,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,12,57,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,13,69,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,14,54,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,15,74,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,17,80,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,18,81,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,19,72,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,20,72,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,21,76,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,22,70,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,23,73,µg/mc
"Piana Rotaliana",Ozono,2019-02-11,24,81,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,1,77,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,2,78,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,3,77,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,4,74,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,5,73,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,6,70,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,7,51,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,8,50,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,9,59,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,10,63,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,11,68,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,12,62,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,13,80,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,14,79,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,15,80,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,16,88,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,17,97,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,18,88,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,19,80,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,20,74,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,21,63,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,22,69,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,23,75,µg/mc
"Piana Rotaliana",Ozono,2019-02-12,24,72,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,1,69,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,2,66,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,3,65,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,4,63,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,5,63,µg/mc
"Piana Rotaliana",Ozono,2019-02-13,6,66,µg/mc
